-29.67419,-51.06903,25-MAY-2018 19:14:43,CHECK-IN
-29.67421,-51.06894,25-MAY-2018 19:01:15,UNLIMITED-TRACK
-29.6609,-51.10577,25-MAY-2018 18:56:03,UNLIMITED-TRACK
-29.65219,-51.1516,25-MAY-2018 18:51:03,UNLIMITED-TRACK
-29.65628,-51.18756,25-MAY-2018 18:46:05,UNLIMITED-TRACK
-29.67543,-51.19669,25-MAY-2018 18:41:08,UNLIMITED-TRACK
-29.69664,-51.21768,25-MAY-2018 18:36:05,UNLIMITED-TRACK
-29.67887,-51.24583,25-MAY-2018 18:31:05,UNLIMITED-TRACK
-29.67119,-51.27681,25-MAY-2018 18:26:05,UNLIMITED-TRACK
-29.66606,-51.31335,25-MAY-2018 18:21:06,UNLIMITED-TRACK
-29.66599,-51.31345,25-MAY-2018 18:16:42,UNLIMITED-TRACK
-29.66626,-51.33661,25-MAY-2018 18:11:22,UNLIMITED-TRACK
-29.6696,-51.42865,25-MAY-2018 18:01:11,UNLIMITED-TRACK
-29.66917,-51.45706,25-MAY-2018 17:56:23,UNLIMITED-TRACK
-29.6814,-51.46787,25-MAY-2018 17:51:23,UNLIMITED-TRACK
-29.68872,-51.51907,25-MAY-2018 17:46:27,UNLIMITED-TRACK
-29.69012,-51.58414,25-MAY-2018 17:41:17,UNLIMITED-TRACK
-29.70741,-51.64328,25-MAY-2018 17:36:17,UNLIMITED-TRACK
-29.69355,-51.69804,25-MAY-2018 17:31:17,UNLIMITED-TRACK
-29.68951,-51.73309,25-MAY-2018 17:26:23,UNLIMITED-TRACK
-29.70532,-51.7897,25-MAY-2018 17:21:25,UNLIMITED-TRACK
-29.7006,-51.84618,25-MAY-2018 17:16:25,UNLIMITED-TRACK
-29.70195,-51.85513,25-MAY-2018 16:04:15,UNLIMITED-TRACK
-29.70193,-51.85519,25-MAY-2018 15:59:16,UNLIMITED-TRACK
-29.70193,-51.85493,25-MAY-2018 15:54:16,UNLIMITED-TRACK
-29.70409,-51.9097,25-MAY-2018 15:49:15,UNLIMITED-TRACK
-29.68755,-51.97321,25-MAY-2018 15:44:11,UNLIMITED-TRACK
-29.66928,-52.03699,25-MAY-2018 15:39:17,UNLIMITED-TRACK
-29.65173,-52.10358,25-MAY-2018 15:34:21,UNLIMITED-TRACK
-29.64186,-52.17147,25-MAY-2018 15:29:21,UNLIMITED-TRACK
-29.65641,-52.22932,25-MAY-2018 15:24:21,UNLIMITED-TRACK
-29.66617,-52.2684,25-MAY-2018 15:19:21,UNLIMITED-TRACK
-29.66603,-52.26831,25-MAY-2018 15:14:58,UNLIMITED-TRACK
-29.66713,-52.27533,25-MAY-2018 15:09:19,UNLIMITED-TRACK
-29.67778,-52.31613,25-MAY-2018 15:04:22,UNLIMITED-TRACK
-29.68499,-52.33621,25-MAY-2018 14:59:22,UNLIMITED-TRACK
-29.69179,-52.38989,25-MAY-2018 14:54:24,UNLIMITED-TRACK
-29.68463,-52.44116,25-MAY-2018 14:49:23,UNLIMITED-TRACK
-29.71609,-52.44458,25-MAY-2018 14:44:25,UNLIMITED-TRACK
-29.74956,-52.439,25-MAY-2018 14:39:25,UNLIMITED-TRACK
-29.78612,-52.41064,25-MAY-2018 14:34:24,UNLIMITED-TRACK
-29.83733,-52.39694,25-MAY-2018 14:29:24,UNLIMITED-TRACK
-29.89395,-52.39261,25-MAY-2018 14:24:26,UNLIMITED-TRACK
-29.9507,-52.3768,25-MAY-2018 14:19:26,UNLIMITED-TRACK
-29.98495,-52.36847,25-MAY-2018 14:14:26,UNLIMITED-TRACK
-30.04112,-52.36905,25-MAY-2018 14:09:28,UNLIMITED-TRACK
-30.10533,-52.36691,25-MAY-2018 14:04:29,UNLIMITED-TRACK
-30.1675,-52.37048,25-MAY-2018 13:59:26,UNLIMITED-TRACK
-30.18962,-52.37094,25-MAY-2018 13:54:26,UNLIMITED-TRACK
-30.20103,-52.43088,25-MAY-2018 13:49:28,UNLIMITED-TRACK
-30.20687,-52.49585,25-MAY-2018 13:44:28,UNLIMITED-TRACK
-30.21561,-52.5676,25-MAY-2018 13:39:32,UNLIMITED-TRACK
-30.22144,-52.63943,25-MAY-2018 13:34:32,UNLIMITED-TRACK
-30.23002,-52.6893,25-MAY-2018 13:29:32,UNLIMITED-TRACK
-30.24509,-52.75879,25-MAY-2018 13:24:37,UNLIMITED-TRACK
-30.25887,-52.82291,25-MAY-2018 13:19:41,UNLIMITED-TRACK
-30.26355,-52.8472,25-MAY-2018 13:15:07,UNLIMITED-TRACK
-30.26389,-52.84738,24-MAY-2018 20:50:02,UNLIMITED-TRACK
-30.2637,-52.84735,24-MAY-2018 20:45:02,CHECK-IN
-30.2637,-52.84735,24-MAY-2018 20:44:50,UNLIMITED-TRACK
-30.26645,-52.86701,24-MAY-2018 20:39:50,UNLIMITED-TRACK
-30.2735,-52.93314,24-MAY-2018 20:35:40,UNLIMITED-TRACK
-30.25676,-52.99429,24-MAY-2018 20:30:14,UNLIMITED-TRACK
-30.25088,-53.06261,24-MAY-2018 20:25:14,UNLIMITED-TRACK
-30.28088,-53.12372,24-MAY-2018 20:20:14,UNLIMITED-TRACK
-30.32639,-53.25235,24-MAY-2018 20:10:03,UNLIMITED-TRACK
-30.33673,-53.30423,24-MAY-2018 20:05:07,UNLIMITED-TRACK
-30.36484,-53.35135,24-MAY-2018 20:00:07,UNLIMITED-TRACK
-30.37669,-53.40906,24-MAY-2018 19:56:06,UNLIMITED-TRACK
-30.36084,-53.46844,24-MAY-2018 19:50:11,UNLIMITED-TRACK
-30.36406,-53.52758,24-MAY-2018 19:45:11,UNLIMITED-TRACK
-30.36483,-53.52878,24-MAY-2018 19:40:11,UNLIMITED-TRACK
-30.37463,-53.54639,24-MAY-2018 19:35:12,UNLIMITED-TRACK
-30.36758,-53.60538,24-MAY-2018 19:30:16,UNLIMITED-TRACK
-30.37166,-53.66641,24-MAY-2018 19:25:16,UNLIMITED-TRACK
-30.37853,-53.73181,24-MAY-2018 19:20:16,UNLIMITED-TRACK
-30.37671,-53.7981,24-MAY-2018 19:15:17,UNLIMITED-TRACK
-30.34189,-53.84689,24-MAY-2018 19:10:18,UNLIMITED-TRACK
-30.34447,-53.90259,24-MAY-2018 19:05:23,UNLIMITED-TRACK
-30.35326,-53.96096,24-MAY-2018 19:00:18,UNLIMITED-TRACK
-30.36444,-54.2027,24-MAY-2018 18:40:25,UNLIMITED-TRACK
-30.35773,-54.26859,24-MAY-2018 18:35:24,UNLIMITED-TRACK
-30.3548,-54.32913,24-MAY-2018 18:30:21,UNLIMITED-TRACK
-30.33279,-54.3519,24-MAY-2018 18:25:23,UNLIMITED-TRACK
-30.32759,-54.37259,24-MAY-2018 18:00:34,UNLIMITED-TRACK
-30.32748,-54.37247,24-MAY-2018 17:55:56,UNLIMITED-TRACK
-30.32756,-54.37259,24-MAY-2018 15:47:51,UNLIMITED-TRACK
-30.32768,-54.37296,24-MAY-2018 15:42:55,UNLIMITED-TRACK
-30.3076,-54.42154,24-MAY-2018 15:37:55,UNLIMITED-TRACK
-30.26777,-54.46549,24-MAY-2018 15:32:55,UNLIMITED-TRACK
